fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
FAT1,DLA5,92411,dim1,2021-05-12 23:59:59,4.25,not_defined,0,['r108' 'r523' 'r3289'],1.2631625118795233,2021-05-11 05:00:00,2.417470382758716e-09,2.28147959644894e-09,1.2631625071805734,"{'r108': 2.417470382758716e-09, 'r523': 1.2631625071805734, 'r3289': 2.28147959644894e-09}"
FAT1,DLA5,92507,dim1,2021-05-12 23:59:59,4.32,not_defined,0,['r60' 'r108' 'r524' 'r2890' 'r3290'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r524': 0.0, 'r2890': 0.0, 'r3290': 0.0}"
FAT1,DLA5,92507,dim1,2021-05-12 23:59:59,4.32,not_defined,0,['r108' 'r524' 'r3290'],5.684231303457855,2021-05-11 05:00:00,2.6943340452897315e-09,2.3804133675974113e-09,5.684231298383107,"{'r108': 2.6943340452897315e-09, 'r524': 5.684231298383107, 'r3290': 2.3804133675974113e-09}"
FAT1,DLA5,92553,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r60' 'r108' 'r525' 'r2891' 'r3291'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r525': 0.0, 'r2891': 0.0, 'r3291': 0.0}"
FAT1,DLA5,92553,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r108' 'r525' 'r3291'],6.315812559397616,2021-05-11 05:00:00,2.987614618757769e-09,2.4883168138933295e-09,6.315812553921686,"{'r108': 2.987614618757769e-09, 'r525': 6.315812553921686, 'r3291': 2.4883168138933295e-09}"
FAT1,DLA5,92555,dim1,2021-05-12 23:59:59,4.41,not_defined,0,['r60' 'r108' 'r526' 'r2892' 'r3292'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r526': 0.0, 'r2892': 0.0, 'r3292': 0.0}"
FAT1,DLA5,92555,dim1,2021-05-12 23:59:59,4.41,not_defined,0,['r108' 'r526' 'r3292'],4.421068791578332,2021-05-11 05:00:00,3.159575982527054e-09,2.5658565615536396e-09,4.421068785852898,"{'r108': 3.159575982527054e-09, 'r526': 4.421068785852898, 'r3292': 2.5658565615536396e-09}"
FAT1,DLA5,92557,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r60' 'r108' 'r527' 'r2893' 'r3293'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r527': 0.0, 'r2893': 0.0, 'r3293': 0.0}"
FAT1,DLA5,92557,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r108' 'r527' 'r3293'],6.315812559397616,2021-05-11 05:00:00,2.883008625014603e-09,2.526491865591042e-09,6.315812553988117,"{'r108': 2.883008625014603e-09, 'r527': 6.315812553988117, 'r3293': 2.526491865591042e-09}"
FAT1,DLA5,92567,dim1,2021-05-12 23:59:59,4.48,not_defined,0,['r60' 'r108' 'r528' 'r2894' 'r3294'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r528': 0.0, 'r2894': 0.0, 'r3294': 0.0}"
FAT1,DLA5,92567,dim1,2021-05-12 23:59:59,4.48,not_defined,0,['r108' 'r528' 'r3294'],1.2631625118795233,2021-05-11 05:00:00,3.649745318163056e-09,2.5264923381604906e-09,1.2631625057032856,"{'r108': 3.649745318163056e-09, 'r528': 1.2631625057032856, 'r3294': 2.5264923381604906e-09}"
FAT1,DLA5,92571,dim1,2021-05-12 23:59:59,4.45,not_defined,0,['r60' 'r108' 'r529' 'r2895' 'r3295'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r529': 0.0, 'r2895': 0.0, 'r3295': 0.0}"
FAT1,DLA5,92571,dim1,2021-05-12 23:59:59,4.45,not_defined,0,['r108' 'r529' 'r3295'],3.78948753563857,2021-05-11 05:00:00,3.422210399516771e-09,2.488316890292611e-09,3.7894875297280426,"{'r108': 3.422210399516771e-09, 'r529': 3.7894875297280426, 'r3295': 2.488316890292611e-09}"
FAT1,DLA5,92582,dim1,2021-05-12 23:59:59,4.54,not_defined,0,['r60' 'r108' 'r530' 'r2896' 'r3296'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r530': 0.0, 'r2896': 0.0, 'r3296': 0.0}"
FAT1,DLA5,92582,dim1,2021-05-12 23:59:59,4.54,not_defined,0,['r108' 'r530' 'r3296'],2.5263250237590467,2021-05-11 05:00:00,4.2095031117201316e-09,2.5658566921087402e-09,2.526325016983687,"{'r108': 4.2095031117201316e-09, 'r530': 2.526325016983687, 'r3296': 2.5658566921087402e-09}"
FAT1,DLA5,92583,dim1,2021-05-12 23:59:59,4.56,not_defined,0,['r60' 'r108' 'r531' 'r2897' 'r3297'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r60': 0.0, 'r108': 0.0, 'r531': 0.0, 'r2897': 0.0, 'r3297': 0.0}"
FAT1,DLA5,92583,dim1,2021-05-12 23:59:59,4.56,not_defined,0,['r108' 'r531' 'r3297'],3.157906279698808,2021-05-11 05:00:00,4.436300204387188e-09,2.5658566311833676e-09,3.157906272696651,"{'r108': 4.436300204387188e-09, 'r531': 3.157906272696651, 'r3297': 2.5658566311833676e-09}"
FAT1,DPS3,93012,dim1,2021-05-12 23:59:59,3.76,not_defined,0,['r61' 'r109' 'r627' 'r6192' 'r6528'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r61': 0.0, 'r109': 0.0, 'r627': 0.0, 'r6192': 0.0, 'r6528': 0.0}"
FAT1,DPS3,93012,dim1,2021-05-12 23:59:59,3.76,not_defined,0,['r109' 'r627' 'r6528'],0.0,2021-05-11 05:00:00,0.0,0.0,0.0,"{'r109': 0.0, 'r627': 0.0, 'r6528': 0.0}"
LAS7,DPS1,90012,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r59' 'r80' 'r700' 'r4363' 'r4923'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r700': 0.0, 'r4363': 0.0, 'r4923': 0.0}"
LAS7,DPS1,90012,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r80' 'r700' 'r4923'],3.78948753563857,2021-05-11 05:00:00,3.7894874933792546,1.089292572908526e-09,4.117002531734484e-08,"{'r80': 3.7894874933792546, 'r700': 4.117002531734484e-08, 'r4923': 1.089292572908526e-09}"
LAS7,DPS1,90013,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r59' 'r80' 'r701' 'r4364' 'r4924'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r701': 0.0, 'r4364': 0.0, 'r4924': 0.0}"
LAS7,DPS1,90013,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r80' 'r701' 'r4924'],1.2631625118795233,2021-05-11 05:00:00,1.2631624778541004,1.0892926461536322e-09,3.2936130169360763e-08,"{'r80': 1.2631624778541004, 'r701': 3.2936130169360763e-08, 'r4924': 1.0892926461536322e-09}"
LAS7,DPS1,90014,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r59' 'r80' 'r702' 'r4365' 'r4925'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r702': 0.0, 'r4365': 0.0, 'r4925': 0.0}"
LAS7,DPS1,90014,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r80' 'r702' 'r4925'],1.2631625118795233,2021-05-11 05:00:00,1.2631624833506006,1.0821348060347186e-09,2.7446789530836868e-08,"{'r80': 1.2631624833506006, 'r702': 2.7446789530836868e-08, 'r4925': 1.0821348060347186e-09}"
LAS7,DPS1,90017,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r59' 'r80' 'r703' 'r4366' 'r4926'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r703': 0.0, 'r4366': 0.0, 'r4926': 0.0}"
LAS7,DPS1,90017,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r80' 'r703' 'r4926'],1.894743767819285,2021-05-11 05:00:00,1.8947437392974493,1.0750703857687222e-09,2.7446766219896495e-08,"{'r80': 1.8947437392974493, 'r703': 2.7446766219896495e-08, 'r4926': 1.0750703857687222e-09}"
LAS7,DPS1,90022,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r59' 'r80' 'r704' 'r4367' 'r4927'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r704': 0.0, 'r4367': 0.0, 'r4927': 0.0}"
LAS7,DPS1,90022,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r80' 'r704' 'r4927'],2.5263250237590467,2021-05-11 05:00:00,2.526324940292874,1.126550748369818e-09,8.233962244874025e-08,"{'r80': 2.526324940292874, 'r704': 8.233962244874025e-08, 'r4927': 1.126550748369818e-09}"
LAS7,DPS1,90026,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r59' 'r80' 'r705' 'r4368' 'r4928'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r705': 0.0, 'r4368': 0.0, 'r4928': 0.0}"
LAS7,DPS1,90026,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r80' 'r705' 'r4928'],5.052650047518093,2021-05-11 05:00:00,5.052650013506951,1.0750703411859768e-09,3.293605459991242e-08,"{'r80': 5.052650013506951, 'r705': 3.293605459991242e-08, 'r4928': 1.0750703411859768e-09}"
LAS7,DPS1,90027,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r59' 'r80' 'r706' 'r4369' 'r4929'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r706': 0.0, 'r4369': 0.0, 'r4929': 0.0}"
LAS7,DPS1,90027,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r80' 'r706' 'r4929'],5.052650047518093,2021-05-11 05:00:00,5.052650005280018,1.0680975947353376e-09,4.117001218676365e-08,"{'r80': 5.052650005280018, 'r706': 4.117001218676365e-08, 'r4929': 1.0680975947353376e-09}"
LAS7,DPS1,90028,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r59' 'r80' 'r707' 'r4370' 'r4930'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r707': 0.0, 'r4370': 0.0, 'r4930': 0.0}"
LAS7,DPS1,90028,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r80' 'r707' 'r4930'],3.78948753563857,2021-05-11 05:00:00,3.7894875071374208,1.0544199808559525e-09,2.744674291253505e-08,"{'r80': 3.7894875071374208, 'r707': 2.744674291253505e-08, 'r4930': 1.0544199808559525e-09}"
LAS7,DPS1,90029,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r59' 'r80' 'r708' 'r4371' 'r4931'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r708': 0.0, 'r4371': 0.0, 'r4931': 0.0}"
LAS7,DPS1,90029,dim1,2021-05-12 23:59:59,4.37,not_defined,0,['r80' 'r708' 'r4931'],2.5263250237590467,2021-05-11 05:00:00,2.526324989754859,1.0680976211388865e-09,3.293607978655336e-08,"{'r80': 2.526324989754859, 'r708': 3.293607978655336e-08, 'r4931': 1.0680976211388865e-09}"
LAS7,DPS1,90031,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r59' 'r80' 'r709' 'r4372' 'r4932'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r709': 0.0, 'r4372': 0.0, 'r4932': 0.0}"
LAS7,DPS1,90031,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r80' 'r709' 'r4932'],1.894743767819285,2021-05-11 05:00:00,1.894743684383007,1.0965457715492525e-09,8.233972810009891e-08,"{'r80': 1.894743684383007, 'r709': 8.233972810009891e-08, 'r4932': 1.0965457715492525e-09}"
LAS7,DPS1,90032,dim1,2021-05-12 23:59:59,4.33,not_defined,0,['r59' 'r80' 'r710' 'r4373' 'r4933'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r710': 0.0, 'r4373': 0.0, 'r4933': 0.0}"
LAS7,DPS1,90032,dim1,2021-05-12 23:59:59,4.33,not_defined,0,['r80' 'r710' 'r4933'],3.157906279698808,2021-05-11 05:00:00,3.1579061139028437,1.118896590296078e-09,1.6467707559208222e-07,"{'r80': 3.1579061139028437, 'r710': 1.6467707559208222e-07, 'r4933': 1.118896590296078e-09}"
LAS7,DPS1,90033,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r59' 'r80' 'r711' 'r4374' 'r4934'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r711': 0.0, 'r4374': 0.0, 'r4934': 0.0}"
LAS7,DPS1,90033,dim1,2021-05-12 23:59:59,4.36,not_defined,0,['r80' 'r711' 'r4934'],1.894743767819285,2021-05-11 05:00:00,1.8947437255526622,1.0965457715228588e-09,4.1170077844025986e-08,"{'r80': 1.8947437255526622, 'r711': 4.1170077844025986e-08, 'r4934': 1.0965457715228588e-09}"
LAS7,DPS1,90039,dim1,2021-05-12 23:59:59,4.35,not_defined,0,['r59' 'r80' 'r712' 'r4375' 'r4935'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r712': 0.0, 'r4375': 0.0, 'r4935': 0.0}"
LAS7,DPS1,90039,dim1,2021-05-12 23:59:59,4.35,not_defined,0,['r80' 'r712' 'r4935'],3.78948753563857,2021-05-11 05:00:00,3.7894874796631806,1.0821347337574403e-09,5.489324840285836e-08,"{'r80': 3.7894874796631806, 'r712': 5.489324840285836e-08, 'r4935': 1.0821347337574403e-09}"
LAS7,DPS1,90041,dim1,2021-05-12 23:59:59,4.31,not_defined,0,['r59' 'r80' 'r713' 'r4376' 'r4936'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r713': 0.0, 'r4376': 0.0, 'r4936': 0.0}"
LAS7,DPS1,90041,dim1,2021-05-12 23:59:59,4.31,not_defined,0,['r80' 'r713' 'r4936'],2.5263250237590467,2021-05-11 05:00:00,1.646875343548439e-07,1.0965459797200765e-09,2.5263248579749664,"{'r80': 1.646875343548439e-07, 'r713': 2.5263248579749664, 'r4936': 1.0965459797200765e-09}"
LAS7,DPS1,90042,dim1,2021-05-12 23:59:59,4.32,not_defined,0,['r59' 'r80' 'r714' 'r4377' 'r4937'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r714': 0.0, 'r4377': 0.0, 'r4937': 0.0}"
LAS7,DPS1,90042,dim1,2021-05-12 23:59:59,4.32,not_defined,0,['r80' 'r714' 'r4937'],5.684231303457855,2021-05-11 05:00:00,0.5583437633382742,1.111345966804607e-09,5.125887539008235,"{'r80': 0.5583437633382742, 'r714': 5.125887539008235, 'r4937': 1.111345966804607e-09}"
LAS7,DPS1,90057,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r59' 'r80' 'r715' 'r4378' 'r4938'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r715': 0.0, 'r4378': 0.0, 'r4938': 0.0}"
LAS7,DPS1,90057,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r80' 'r715' 'r4938'],1.894743767819285,2021-05-11 05:00:00,1.8947437392974513,1.0750703857687255e-09,2.744676621989639e-08,"{'r80': 1.8947437392974513, 'r715': 2.744676621989639e-08, 'r4938': 1.0750703857687255e-09}"
LAS7,DPS1,90063,dim1,2021-05-12 23:59:59,4.35,not_defined,0,['r59' 'r80' 'r716' 'r4379' 'r4939'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r716': 0.0, 'r4379': 0.0, 'r4939': 0.0}"
LAS7,DPS1,90063,dim1,2021-05-12 23:59:59,4.35,not_defined,0,['r80' 'r716' 'r4939'],2.5263250237590467,2021-05-11 05:00:00,2.5263249677544133,1.1113457628847535e-09,5.4893295173994145e-08,"{'r80': 2.5263249677544133, 'r716': 5.4893295173994145e-08, 'r4939': 1.1113457628847535e-09}"
LAS7,DPS1,90065,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r59' 'r80' 'r717' 'r4380' 'r4940'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r717': 0.0, 'r4380': 0.0, 'r4940': 0.0}"
LAS7,DPS1,90065,dim1,2021-05-12 23:59:59,4.34,not_defined,0,['r80' 'r717' 'r4940'],3.78948753563857,2021-05-11 05:00:00,3.7894874522025184,1.0965457344180048e-09,8.23395167910261e-08,"{'r80': 3.7894874522025184, 'r717': 8.23395167910261e-08, 'r4940': 1.0965457344180048e-09}"
LAS7,DPS1,90068,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r59' 'r80' 'r718' 'r4381' 'r4941'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r718': 0.0, 'r4381': 0.0, 'r4941': 0.0}"
LAS7,DPS1,90068,dim1,2021-05-12 23:59:59,4.38,not_defined,0,['r80' 'r718' 'r4941'],0.0,2021-05-11 05:00:00,0.0,0.0,0.0,"{'r80': 0.0, 'r718': 0.0, 'r4941': 0.0}"
LAS7,DPS3,90265,dim1,2021-05-12 23:59:59,4.62,not_defined,0,['r58' 'r79' 'r780' 'r6156' 'r6303'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r58': 0.0, 'r79': 0.0, 'r780': 0.0, 'r6156': 0.0, 'r6303': 0.0}"
LAS7,DPS3,90265,dim1,2021-05-12 23:59:59,4.62,not_defined,0,['r79' 'r780' 'r6303'],2.5263250237590467,2021-05-11 05:00:00,2.5263250179027654,8.79374513703219e-10,4.976905981320153e-09,"{'r79': 2.5263250179027654, 'r780': 4.976905981320153e-09, 'r6303': 8.79374513703219e-10}"
LAS7,DPS3,90290,dim1,2021-05-12 23:59:59,4.5,not_defined,0,['r58' 'r79' 'r781' 'r6157' 'r6304'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r58': 0.0, 'r79': 0.0, 'r781': 0.0, 'r6157': 0.0, 'r6304': 0.0}"
LAS7,DPS3,90290,dim1,2021-05-12 23:59:59,4.5,not_defined,0,['r79' 'r781' 'r6304'],1.2631625118795233,2021-05-11 05:00:00,1.263162503131096,9.395813548619379e-10,7.808844179056204e-09,"{'r79': 1.263162503131096, 'r781': 7.808844179056204e-09, 'r6304': 9.395813548619379e-10}"
LAS7,DPS1,90601,dim1,2021-05-12 23:59:59,4.3,not_defined,0,['r59' 'r80' 'r719' 'r4382' 'r4942'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r719': 0.0, 'r4382': 0.0, 'r4942': 0.0}"
LAS7,DPS1,90601,dim1,2021-05-12 23:59:59,4.3,not_defined,0,['r80' 'r719' 'r4942'],3.157906279698808,2021-05-11 05:00:00,8.234211360006675e-08,1.15824424562243e-09,3.1579061961984505,"{'r80': 8.234211360006675e-08, 'r719': 3.1579061961984505, 'r4942': 1.15824424562243e-09}"
LAS7,DPS1,90640,dim1,2021-05-12 23:59:59,4.33,not_defined,0,['r59' 'r80' 'r724' 'r4387' 'r4947'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r724': 0.0, 'r4387': 0.0, 'r4947': 0.0}"
LAS7,DPS1,90640,dim1,2021-05-12 23:59:59,4.33,not_defined,0,['r80' 'r724' 'r4947'],3.78948753563857,2021-05-11 05:00:00,3.7894873698194744,1.1421775419957842e-09,1.6467690394675928e-07,"{'r80': 3.7894873698194744, 'r724': 1.6467690394675928e-07, 'r4947': 1.1421775419957842e-09}"
LAS7,DPS1,91001,dim1,2021-05-12 23:59:59,4.26,not_defined,0,['r59' 'r80' 'r725' 'r4388' 'r4948'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r725': 0.0, 'r4388': 0.0, 'r4948': 0.0}"
LAS7,DPS1,91001,dim1,2021-05-12 23:59:59,4.26,not_defined,0,['r80' 'r725' 'r4948'],3.78948753563857,2021-05-11 05:00:00,2.7447026975836227e-08,1.082134954592267e-09,3.7894875071094085,"{'r80': 2.7447026975836227e-08, 'r725': 3.7894875071094085, 'r4948': 1.082134954592267e-09}"
LAS7,DPS1,91006,dim1,2021-05-12 23:59:59,4.24,not_defined,0,['r59' 'r80' 'r726' 'r4389' 'r4949'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r726': 0.0, 'r4389': 0.0, 'r4949': 0.0}"
LAS7,DPS1,91006,dim1,2021-05-12 23:59:59,4.24,not_defined,0,['r80' 'r726' 'r4949'],3.157906279698808,2021-05-11 05:00:00,2.0585241863199732e-08,1.1188968263473587e-09,3.1579062579946693,"{'r80': 2.0585241863199732e-08, 'r726': 3.1579062579946693, 'r4949': 1.1188968263473587e-09}"
LAS7,DPS1,91007,dim1,2021-05-12 23:59:59,4.25,not_defined,0,['r59' 'r80' 'r727' 'r4390' 'r4950'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r727': 0.0, 'r4390': 0.0, 'r4950': 0.0}"
LAS7,DPS1,91007,dim1,2021-05-12 23:59:59,4.25,not_defined,0,['r80' 'r727' 'r4950'],2.5263250237590467,2021-05-11 05:00:00,2.3526011415200392e-08,1.118896837935676e-09,2.5263249991141383,"{'r80': 2.3526011415200392e-08, 'r727': 2.5263249991141383, 'r4950': 1.118896837935676e-09}"
LAS7,DPS1,91008,dim1,2021-05-12 23:59:59,4.21,not_defined,0,['r59' 'r80' 'r728' 'r4391' 'r4951'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r728': 0.0, 'r4391': 0.0, 'r4951': 0.0}"
LAS7,DPS1,91008,dim1,2021-05-12 23:59:59,4.21,not_defined,0,['r80' 'r728' 'r4951'],0.0,2021-05-11 05:00:00,0.0,0.0,0.0,"{'r80': 0.0, 'r728': 0.0, 'r4951': 0.0}"
LAS7,DPS1,91010,dim1,2021-05-12 23:59:59,4.21,not_defined,0,['r59' 'r80' 'r729' 'r4392' 'r4952'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r729': 0.0, 'r4392': 0.0, 'r4952': 0.0}"
LAS7,DPS1,91010,dim1,2021-05-12 23:59:59,4.21,not_defined,0,['r80' 'r729' 'r4952'],1.894743767819285,2021-05-11 05:00:00,1.497107156372785e-08,1.1188968572470908e-09,1.8947437517293166,"{'r80': 1.497107156372785e-08, 'r729': 1.8947437517293166, 'r4952': 1.1188968572470908e-09}"
LAS7,DPS1,91011,dim1,2021-05-12 23:59:59,4.28,not_defined,0,['r59' 'r80' 'r730' 'r4393' 'r4953'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r730': 0.0, 'r4393': 0.0, 'r4953': 0.0}"
LAS7,DPS1,91011,dim1,2021-05-12 23:59:59,4.28,not_defined,0,['r80' 'r730' 'r4953'],3.78948753563857,2021-05-11 05:00:00,4.11706643608909e-08,1.075070568067216e-09,3.789487493392836,"{'r80': 4.11706643608909e-08, 'r730': 3.789487493392836, 'r4953': 1.075070568067216e-09}"
LAS7,DPS1,91016,dim1,2021-05-12 23:59:59,4.22,not_defined,0,['r59' 'r80' 'r731' 'r4394' 'r4954'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r731': 0.0, 'r4394': 0.0, 'r4954': 0.0}"
LAS7,DPS1,91016,dim1,2021-05-12 23:59:59,4.22,not_defined,0,['r80' 'r731' 'r4954'],4.421068791578332,2021-05-11 05:00:00,1.646817533605893e-08,1.1113459712961018e-09,4.42106877399881,"{'r80': 1.646817533605893e-08, 'r731': 4.42106877399881, 'r4954': 1.1113459712961018e-09}"
LAS7,DPS1,91020,dim1,2021-05-12 23:59:59,4.29,not_defined,0,['r59' 'r80' 'r732' 'r4395' 'r4955'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r732': 0.0, 'r4395': 0.0, 'r4955': 0.0}"
LAS7,DPS1,91020,dim1,2021-05-12 23:59:59,4.29,not_defined,0,['r80' 'r732' 'r4955'],1.2631625118795233,2021-05-11 05:00:00,5.489456982064532e-08,1.068097889097905e-09,1.2631624559168557,"{'r80': 5.489456982064532e-08, 'r732': 1.2631624559168557, 'r4955': 1.068097889097905e-09}"
LAS7,DPS1,91024,dim1,2021-05-12 23:59:59,4.23,not_defined,0,['r59' 'r80' 'r733' 'r4396' 'r4956'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r733': 0.0, 'r4396': 0.0, 'r4956': 0.0}"
LAS7,DPS1,91024,dim1,2021-05-12 23:59:59,4.23,not_defined,0,['r80' 'r733' 'r4956'],1.2631625118795233,2021-05-11 05:00:00,1.8298001901106525e-08,1.0965460353676364e-09,1.2631624924849754,"{'r80': 1.8298001901106525e-08, 'r733': 1.2631624924849754, 'r4956': 1.0965460353676364e-09}"
LAS7,DPS1,91030,dim1,2021-05-12 23:59:59,4.3,not_defined,0,['r59' 'r80' 'r734' 'r4397' 'r4957'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r734': 0.0, 'r4397': 0.0, 'r4957': 0.0}"
LAS7,DPS1,91030,dim1,2021-05-12 23:59:59,4.3,not_defined,0,['r80' 'r734' 'r4957'],3.78948753563857,2021-05-11 05:00:00,8.234207192509792e-08,1.1113459767430233e-09,3.7894874521851523,"{'r80': 8.234207192509792e-08, 'r734': 3.7894874521851523, 'r4957': 1.1113459767430233e-09}"
LAS7,DPS1,91101,dim1,2021-05-12 23:59:59,4.28,not_defined,0,['r59' 'r80' 'r735' 'r4398' 'r4958'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r735': 0.0, 'r4398': 0.0, 'r4958': 0.0}"
LAS7,DPS1,91101,dim1,2021-05-12 23:59:59,4.28,not_defined,0,['r80' 'r735' 'r4958'],3.157906279698808,2021-05-11 05:00:00,4.117067479277662e-08,1.096545968589276e-09,3.1579062374315874,"{'r80': 4.117067479277662e-08, 'r735': 3.1579062374315874, 'r4958': 1.096545968589276e-09}"
LAS7,DPS1,91103,dim1,2021-05-12 23:59:59,4.28,not_defined,0,['r59' 'r80' 'r736' 'r4399' 'r4959'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r59': 0.0, 'r80': 0.0, 'r736': 0.0, 'r4399': 0.0, 'r4959': 0.0}"
